dis_name,location,trail,spirit_class,address,latitude,longitude,phone,email,website,social_link,found_date,certificate,amenities,url
Letterpress Distilling,,,,"909 5th Avenue, Seattle, Washington, 98164",47.60621,-122.332071,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/letterpress-distilling/
Loaded Cannon Distillery,,,,"3115 Lakewood Ranch Blvd Suite 110, Bradenton, Florida, 34211",27.472144,-82.432419,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/loaded-cannon-distillery/
Lawrenceville Distilling,,,,"5410 Harrison Street, Pittsburgh, Pennsylvania, 15201",40.483447,-79.95139,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/lawrenceville-distilling/
J. Carver Distillery,,,,"1320 Mill Ln., Waconia, Minnesota, 55387",44.835635,-93.804563,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/j-carver-distillery/
Jos. A. Magnus & Co.,,,,"2052 West Virginia Ave NE, Washington D.C., 20002",38.91484,-76.981363,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/jos-a-magnus-co/
J. Mattingly 1845 Distillery,,,,"20 Reilly Road, Frankfort, Kentucky, 40601",38.213695,-84.864652,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/j-mattingly-1845-distillery/
James B. Beam Distilling Co.,,,,"568 Happy Hollow Road, Clermont, Kentucky, 40110",37.931268,-85.652783,,,,,,DSP-KY-230,[''],https://www.distillerytrail.com/directory-distillery/listing/james-b-beam-distilling-co/
List Distillery,,,,"3680 Evans Ave, Fort Myers, Florida, 33901",26.608948,-81.860311,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/list-distillery/
Jaxon Keys Winery & Distillery,,,,"10400 US-101, Hopland, California, 95449",39.01334,-123.128167,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/jaxon-keys-winery-distillery/
Lizard Lick Brewing and Distillation,,,,"138 E Vance Street, Zebulon, North Carolina, 27597",35.821682,-78.310939,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/lizard-lick-brewing-and-distillation/
K J Wood Distillers,,,,"929 Main Street, Ouray, Colorado, 81427",38.026663,-107.67113,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/k-j-wood-distillers/
Kentucky Distillers' Association,,,,"100 Capital Ave, Frankfort, Kentucky, 40601",38.195027,-84.874688,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/kentucky-distillers-association/
Kalamazoo Stillhouse,,,,"618 E Michigan Ave, Kalamazoo, Michigan, 49007",42.294526,-85.573911,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/kalamazoo-stillhouse/
KyMar Farm Winery and Distillery,,,,"167 Baptist Church Road, Charlotteville, New York, 12036",42.545354,-74.664594,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/kymar-farm-winery-and-distillery/
Lass & Lions Tennessee Distillery,,,,"Chattanooga, Tennessee, 37409",35.001806,-85.336881,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/lass-lions-tennessee-distillery/
Little Toad Creek Distillery,,,,"200 N Bullard St, Silver City, New Mexico, 88061",0,0,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/little-toad-creek-distillery/
Lost Republic Distilling Co.,,,,"Healdsburg, California",38.610466,-122.869161,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/lost-republic-distilling-co/
Johnson County Distillery,,,,"1655 S Main St, Cleburne, Texas, 76033",32.328515,-97.381539,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/johnson-county-distillery/
Kentucky River Tours,Kentucky,Frankfort,Tours & Experiences,"701 Wilkinson Blvd, Frankfort, Kentucky, 40601",38.204469,-84.87709,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/kentucky-river-tours/
La Borgata Winery & Distillery,,,,"Vacaville, California",38.356577,-121.987744,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/la-borgata-winery-distillery/
Laws Whiskey House,,,,"1420 S Acoma St, Denver, Colorado, 80223",39.690707,-104.988402,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/laws-whiskey-house/
Liberty & Plenty Distillery,,,,"609 Foster Street, Durham, North Carolina, 27701",36.002643,-78.90171,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/liberty-plenty-distillery/
John Emerald Distilling Company,,,,"706 N Railroad Ave, Opelika, Alabama, 36801",32.649359,-85.379135,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/john-emerald-distilling-company/
Judson & Moore Distillery,,,,"3057 N Rockwell St Building 5, Chicago, Illinois, 60618",41.937412,-87.692383,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/judson-moore-distillery/
Loft & Bear Artisanal Vodka,,,,"Los Angeles, California, 90013",34.044591,-118.240556,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/loft-bear-artisanal-vodka/
Kupu Spirits,,,,"605 Lipoa Pkwy, Kihei, Hawaii, 96753",20.749337,-156.438021,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/kupu-spirits/
JP Trodden Distilling,,,,"Woodinville, Washington, 98072",47.754265,-122.163458,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/jp-trodden-distilling/
Karrikin Spirits Company,,,,"3717 Jonlen Drive, Cincinnati, Ohio, 45227",39.138244,-84.398169,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/karrikin-spirits-company/
Kentucky Mountain Moonshine Distillery,,,,"465 Cow Creek Rd, Ravenna, Kentucky, 40472",37.693382,-83.939754,,,,,,DSP-KY-20025,[''],https://www.distillerytrail.com/directory-distillery/listing/kentucky-mountain-moonshine-distillery/
Koenig Distillery,,,,"120928 Grape Ln, Caldwell, Idaho, 83607",43.581376,-116.807487,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/koenig-distillery/
Kentucky Bourbon Tours,,,,"10300 Linn Station Rd Ste 401, Louisville, Kentucky, 40222",38.224219,-85.561807,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/kentucky-bourbon-tours/
J. Henry & Sons Bourbon,,,,"7794 Patton Road, Dane, Wisconsin, 53529",43.288231,-89.415042,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/j-henry-sons-bourbon/
JT Meleck Distillers,,,,"7172 Church Point Hwy., Branch, Louisiana, 70516",30.356124,-92.264618,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/jt-meleck-distillers/
Lockhouse Distillery,,,,"41 Columbia Street, Buffalo, New York, 14204",42.873504,-78.872323,,,,,,DSP-NY-20013,[''],https://www.distillerytrail.com/directory-distillery/listing/lockhouse-distillery/
Louisiana Lightning,,,,"110 Southwest Central Avenue, Amite City, Louisiana, 70422",30.726575,-90.508982,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/louisiana-lightning/
Liberty Call Distilling,,,,"Spring Valley, California",32.744774,-116.998916,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/liberty-call-distilling/
Kentucky Artisan Distillery,,,,"6230 Old Lagrange Road, Crestwood, Kentucky, 40014",38.336241,-85.462617,,,,,,DSP-KY-20004,[''],https://www.distillerytrail.com/directory-distillery/listing/kentucky-artisan-distillery/
KO Distilling,,,,"10381 Central Park Drive #105, Manassas, Virginia, 20110",38.740813,-77.500219,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/ko-distilling/
Jack From Brooklyn (Sorel),New York,New York City,Black Owned,"928 Lafayette Ave, Brooklyn, New York, 11221",40.691606,-73.935203,,,,,,DSP-NY-15049,,https://www.distillerytrail.com/directory-distillery/listing/jack-from-brooklyn-sorel/
James Two Brothers Distillers,,,,"3458 SW 74th Avenue, #3, Ocala, Florida, 34474",29.15389,-82.242385,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/james-two-brothers-distillers/
Jug Creek Distillery,,,,"4570 East Jefferson Pike, Lascassas, Tennessee, 37085",35.930342,-86.291102,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/jug-creek-distillery/
La Crosse Distilling Co.,,,,"129 Vine Street, La Crosse, Wisconsin, 54601",43.815441,-91.252685,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/la-crosse-distilling-co/
Liberty Spirits,,,,"109 Central Avenue, Middletown, Ohio, 45044",39.515058,-84.398276,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/liberty-spirits/
Liquid Riot Bottling Company,,,,"113 Franklin Street, Portland, Maine, 4101",43.661471,-70.255326,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/liquid-riot-bottling-company/
Long Island Spirits,,,,"2182 Sound Ave, Baiting Hollow, New York, 11933",40.956213,-72.75309,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/long-island-spirits/
Louisiana Distillery Trail (Coming Soon),Louisiana,New Orleans,Trails,"New Orleans, Louisiana",29.951066,-90.071532,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/louisiana-distillery-trail/
Jackson Hole Still Works,,,,"Jackson, Wyoming, 83001",43.479929,-110.762428,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/jackson-hole-still-works/
Louisiana Distillers Guild,,,,"500 North 4th Street, Baton Rouge, Louisiana, 70802",30.451468,-91.187147,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/louisiana-distillers-guild/
Jefferson's Reserve,,,,"6230 Old Lagrange Road, Crestwood, Kentucky, 40014",38.336241,-85.462617,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/jeffersons-reserve/
New World Distillery,,,,"4795 2600 N, Eden, Utah, 84310",41.305405,-111.832568,,,,,,DSP-UT-20011,[''],https://www.distillerytrail.com/directory-distillery/listing/new-world-distillery/
Maple Lane Spirits,,,,"57 NW Corner Rd, Preston, Connecticut, 06365",41.523785,-71.966507,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/maple-lane-spirits/
Niagara Distilling Company,,,,"Buffalo, New York, 14202",42.886447,-78.878369,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/niagara-distilling-company/
Mermaid Spirits Distillery,,,,"2052 County Line Rd, Huntingdon Valley, Pennsylvania, 19006",40.168852,-75.071323,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/mermaid-spirits-distillery/
Middle West Spirits,,,,"1230 Courtland Avenue (Tours, Bottle Shop, Bar, Restaurant), Columbus, Ohio, 43201",39.987546,-83.004369,,,,,,DSP-OH-15012,,https://www.distillerytrail.com/directory-distillery/listing/middle-west-spirits/
Miami Club Rum,Florida,Florida Distillery Trail,Black Owned,"1237 Brickell Avenue, Miami, Florida, 33131",25.76168,-80.19179,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/miami-club-rum/
National Association of Beverage Importers,,,,"529 14th Street, N.W., Suite 1183, Washington, Washington D.C., 20045",38.897044,-77.031244,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/national-association-of-beverage-importers/
Morton Distilleries,,,,"25960 S 290 Rd, Henryetta, Oklahoma, 74437",35.478662,-95.857753,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/morton-distilleries/
New England Distilling,,,,"113 Franklin Street, Portland, Maine, 4101",43.661471,-70.255326,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/new-england-distilling/
Montana Whiskey Co.,,,,"901 S 2nd St W Unit B, Missoula, Montana, 59801",46.867697,-114.01062,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/montana-whiskey-co/
Maker's Mark Distillery,,,,"3350 Burks Spring Road, Loretto, Kentucky, 40037",37.648107,-85.349454,,,,,,DSP-KY-44,"['Certified B Corporation', 'EV Charging']",https://www.distillerytrail.com/directory-distillery/listing/makers-mark-distillery/
Mythology Distillery,,,,"3622 Tejon St., Denver, Colorado, 80211",39.76725,-105.011026,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/mythology-distillery/
Moonshine Trail,,,,Kentucky,37.479267,-82.518763,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/moonshine-trail/
Mancos Valley Distillery,,,,"116 N Main St, Mancos, Colorado, 81328",37.345432,-108.288866,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/mancos-valley-distillery/
Mastermind Vodka,,,,"Granite City, Illinois, 62040",38.731716,-90.080384,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/mastermind-vodka/
Miller and Saints Distillery,,,,"Saint Louis Park, Minnesota, 55426",44.959738,-93.370219,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/miller-and-saints-distillery/
Milam & Greene Whiskey Distillery,Texas,Texas Whiskey Trail,Woman Owned,"208 Carlie Lane, Blanco, Texas, 78606",30.112324,-98.418174,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/milam-greene-whiskey-distillery/
Nashville Craft Distillery,,,,"514 Hagan St, Nash, Nashville, Tennessee, 37203",36.141189,-86.772583,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/nashville-craft-distillery/
Mountain Top Distillery,,,,"5451 PA-654, Williamsport, Pennsylvania, 17702",41.188831,-77.134129,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/mountain-top-distillery/
Martin Ryan Distilling Company,,,,"2304 NW Savier St, Portland, Oregon, 97210",45.534626,-122.698928,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/martin-ryan-distilling-company/
Mother Earth Spirits,,,,"302 Mitchell St, Kinston, North Carolina, 28501",35.262783,-77.584822,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/mother-earth-spirits/
Mystic Mountain Distillery,,,,"12136 Grant Cir unit b, Thornton, Colorado, 80241",39.917114,-104.983199,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/mystic-mountain-distillery/
Mason Dixon Distillery & Restaurant,,,,"331 E Water St, Gettysburg, Pennsylvania, 17325",39.833556,-77.225799,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/mason-dixon-distillery/
McMenamins Cornelius Pass Roadhouse Distillery,,,,"4045 NE Cornelius Pass Rd, Hillsboro, Oregon, 97124",45.549095,-122.900476,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/mcmenamins-cornelius-pass-roadhouse-distillery/
Montanya Distillers,,,,"202 Elk Avenue, Crested Butte, Colorado, 81224",38.869573,-106.987353,,,,,,,['Certified B Corporation'],https://www.distillerytrail.com/directory-distillery/listing/montanya-distillers/
New Columbia Distillers,,,,"1 Scott Circle Northwest, Washington, District of Columbia, 20036",38.907192,-77.036871,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/new-columbia-distillers/
Misguided Spirits Craft Distillery,,,,"1343 Alberni Hwy #18, Parksville, British Columbia, V9P 2B9",49.306332,-124.356526,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/misguided-spirits-craft-distillery/
Lux Row Distillers,,,,"1 Lux Row, Bardstown, Kentucky, 40004",37.809888,-85.428065,,,,,,DSP-KY-20044,[''],https://www.distillerytrail.com/directory-distillery/listing/lux-row-distillers/
Montgomery Distillery,,,,"129 W Front St, Missoula, Montana, 59802",46.870244,-113.996314,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/montgomery-distillery/
Lucky Duck Distillery,,,,"67 Yemassee Highway, Yemassee, South Carolina, 29945",32.690178,-80.850663,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/lucky-duck-distillery/
Mercia Whisky,,,,"The Science Lab Bishton Hall, Bellamour Lane, Bishton, Staffordshire, England, St17 0xn",52.783852,-1.965805,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/mercia-whisky/
Moto Spirits Distillery,,,,"93 Forrest St, Brooklyn, New York, 11206",40.702734,-73.9327,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/moto-spirits-distillery/
Neversink Spirits Distillery,,,,"33 New Broad St, Port Chester, New York, 10573",40.999337,-73.666196,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/neversink-spirits-distillery/
Marthas Vineyard Distilling Company,,,,"190 Chappaquonsett Rd, Tisbury, Massachusetts, 02568",41.451281,-70.6342,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/marthas-vineyard-distilling-company/
Mastroianni Distillery,,,,"8016 Durango St SW Unit B10, Lakewood, Washington, 98499",47.183379,-122.487366,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/mastroianni-distillery/
Montezuma Winery & Hidden Marsh Distillery,,,,"2981 US-20, Seneca Falls, New York, 13148",42.950354,-76.767782,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/montezuma-winery-hidden-marsh-distillery/
Mountain View Distillery,,,,"610 Monroe Street, Stroudsburg, Pennsylvania, 18360",40.986761,-75.194625,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/mountain-view-distillery/
Maggie's Farm Rum,,,,"3212a Smallman Street, Pittsburgh, Pennsylvania, 15201",40.461607,-79.970108,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/maggies-farm/
Midnight Madness Distilling,,,,"531 West Broad Street, Quakertown, Pennsylvania, 18951",40.441768,-75.341567,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/midnight-madness-distilling/
Missouri Spirits,,,,"507 W Walnut St, Springfield, Missouri, 65806",37.207413,-93.296134,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/missouri-spirits/
New South Spirits,,,,"1 Augusta St #102, Greenville, South Carolina, 29601",34.844141,-82.404186,,,,,,DSP-SC-21063,,https://www.distillerytrail.com/directory-distillery/listing/new-south-spirits/
Maple River Distillery,,,,"710 Front Street, Casselton, North Dakota, 58012",46.900529,-97.2112,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/maple-river-distillery/
Moon Drops Distillery,,,,"738 W Broadway St., Fortville, Indiana, 46040",39.926303,-85.860191,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/moon-drops-distillery/
Ludlow Vineyard & Distillery,,,,"Wainbridge House, Clee St Margaret, Craven Arms, England, SY7 9DT",52.455139,-2.643392,,,,,,,['Not Open to Public'],https://www.distillerytrail.com/directory-distillery/listing/ludlow-vineyard-distillery/
Middlebury Tasting Trail,,,,"2 Main Street, Middlebury, Vermont, 5753",44.015337,-73.16734,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/middlebury-tasting-trail/
Nc’nean Distillery,,,,"Drimnin, By Lochaline, Morvern, Scotland, PA80 5XZ",56.61371,-5.985858,,,,,,,['Certified B Corporation'],https://www.distillerytrail.com/directory-distillery/listing/ncnean-distillery/
Luminary Distilling,,,,"8270 Peach St #300, Erie, Pennsylvania, 16509",42.04256,-80.074191,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/luminary-distilling/
Madison County Distillery,,,,"2412 Hwy 20, Cazenovia, New York, 13035",42.922505,-75.83698,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/madison-county-distillery/
Mosswood Distillers,,,,"Berkeley, California",37.871593,-122.272747,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/mosswood-distillers/
Murto Made Distillery,,,,"11941 Ramah Church Road, Huntersville, North Carolina, 28078",35.421476,-80.834968,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/murto-made-distillery/
New Deal Distillery,,,,"900 SE Salmon St, Portland, Portland, Oregon, 97214",45.51422,-122.656404,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/new-deal-distillery/
Motte & Son's Bootlegging,,,,"113 West Main Street, Spartanburg, South Carolina, 29306",34.949567,-81.932048,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/motte-sons-bootlegging/
Moon Brewery & Distillery,,,,"350 Bay St, Victoria, British Columbia, V8T 1P7",48.435205,-123.375495,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/moon-brewery-distillery/
Main Street Moonshine Distillery & Pub,,,,"101 W Main ST, Schuylkill Haven, Pennsylvania, 17972",40.627689,-76.174162,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/main-street-moonshine-distillery-pub/
Minhas Distillery,,,,"1404 13th St, Monroe, Wisconsin, 53566",42.601119,-89.638453,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/minhas-distillery/
New England Sweetwater Farm and Distillery,,,,"136 Main Street, Winchester, New Hampshire, 03470",42.773352,-72.383682,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/new-england-sweetwater-farm-and-distillery/
Maine Craft Distilling,,,,"123 Washington Ave, Portland, Maine, 04101",43.66746,-70.25272,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/maine-craft-distilling/
Missouri Spirits Expedition - Official Trail of the Missouri Craft Distillers Guild,,,,"St. Louis, Missouri, 63102",38.623996,-90.184622,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/missouri-spirits-expedition-official-trail-of-the-missouri-craft-distillers-guild/
Mad Rabbit Distillery,,,,"10860 Dover Street, Suite 2000, Westminster, Colorado, 80021",39.893978,-105.092408,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/mad-rabbit-distillery/
March First Brewing and Distilling,,,,"7885 E Kemper Rd, Cincinnati, Ohio, 45249",39.279273,-84.348865,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/march-first-brewing-and-distilling/
Muddy River Distillery,,,,"1500 River Dr STE 100, Belmont, North Carolina, 28012",35.236978,-81.014976,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/muddy-river-distillery/
National Museum of Tequila - Museo Nacional de Tequila,,,,"José Cuervo 33, Centro, Jalisco, 46400",20.884701,-103.839565,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/national-museum-of-tequila/
Nailers Brewing and Distilling,,,,"6001 US 31 S suite 14, Whiteland, Indiana, 46184",39.577114,-86.096237,,,,,,DSP-IN-21080,[''],https://www.distillerytrail.com/directory-distillery/listing/nailers-brewing-and-distilling/
Mountain State Distillery,,,,"800 Kanawha Blvd E 1st Floor, Charleston, West Virginia, 25301",38.348603,-81.636751,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/mountain-state-distillery/
Mine Hill Distillery,,,,"5 Mine Hill Rd, Roxbury, Connecticut, 06783",41.570591,-73.352231,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/mine-hill-distillery/
Luca Mariano Distillery (Under Construction),,,,"1695 Lancaster Road, Danville, Kentucky, 40422",37.632229,-84.748866,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/luca-mariano-distillery/
Nashoba Valley Spirits Distillery,,,,"100 Wattaquadock Hill Road, Bolton, Massachusetts, 01740",42.430233,-71.616438,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/nashoba-valley-distillery/
Moab Distillery,,,,"686 S Main Street, Moab, Utah, 84532",38.562585,-109.549696,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/moab-distillery/
Manulele Distillers,,,,"92-1770 Kunia Rd #227, Kunia Camp, Hawaii, 96759",21.457378,-158.058743,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/manulele-distillers/
New York Distilling Co.,,,,"79 Richardson Street, Brooklyn, New York, 11211",40.71861,-73.948797,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/new-york-distilling-co/
Lula Restaurant Distillery,,,,"1532 Saint Charles Avenue, New Orleans, Louisiana, 70130",29.938232,-90.075571,,,,,,DSP-LA-20016,,https://www.distillerytrail.com/directory-distillery/listing/lula-restaurant-distillery/
Manucci Family Estate Winery & Distillery,,,,"3775 Adelaida Rd., Paso Robles, California, 93446",35.657787,-120.762325,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/manucci-family-estate-winery-distillery/
MB Roland Distillery,Kentucky,DISCUS / Kentucky Bourbon Trail,Veteran Owned,"137 Barkers Mill Road, Pembroke, Kentucky, 42266",36.702459,-87.392139,,,,,,DSP-KY-15010,[''],https://www.distillerytrail.com/directory-distillery/listing/mb-roland-distillery/
Mountain House Spirits,,,,"70 Commerce Ln, Cloverdale, California, 95425",38.785895,-123.005462,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/mountain-house-spirits/
Naked Spirits,,,,"1002 Hanley Industrial Court, Brentwood, Missouri, 63144",38.625046,-90.338879,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/naked-spirits/
Nippitaty Distillery,,,,"4208 Pace St unit b, North Charleston, South Carolina, 29405",32.845387,-80.003904,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/nippitaty-distillery/
National Alcohol Beverage Control Association,,,,"720 West Braddock Road, Alexandria, Virginia, 22302",38.823132,-77.073715,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/national-alcohol-beverage-control-association/
Next Century Spirits,,,,"8601 Six Forks Road, Ste. 260 Forum 1, Raleigh, North Carolina, 27615",35.896756,-78.652019,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/next-century-spirits/
Nelson's Green Brier Distillery,,,,"1414 Clinton Street, Nashville, Tennessee, 37203",36.163581,-86.798071,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/nelsons-green-brier-distillery/
Lucky 7 Distillery,,,,"857 Six Pine Ranch Road, Batesville, Indiana, 47006",39.308235,-85.186605,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/lucky-7-distillery/
Mean Mule Distilling Co.,,,,"1733 Locust St, Kansas City, Missouri, 64108",39.092062,-94.577456,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/mean-mule-distilling-co/
Myles Brothers Spirits & Distilling,,,,"Paonia, Colorado",38.86832,-107.592002,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/myles-brothers-spirits-distilling/
New Scotland Spirits,New York,NY: Hudson Valley Distillery Trail,Veteran Owned,"665 Clipp Road, New Scotland, New York, 12186",42.620308,-73.941597,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/new-scotland-spirits/
Michigan Craft Distillers Association,,,,"Traverse City, Michigan, 49684",44.763057,-85.620632,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/michigan-craft-distillers-association/
MKT Distillery,,,,"5373 1st St, Katy, Texas, 77493",29.786605,-95.815629,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/mkt-distillery/
Mile High Spirits,,,,"2201 Lawrence Street, Denver, Colorado, 80205",39.75451,-104.98936,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/mile-high-spirits/
Mid Oak Distillery,,,,"5500 West Cal Sag Road, Alsip, Illinois, 60803",41.661144,-87.752551,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/mid-oak-distillery/
Moonrise Distillery,,,,"31 Webb Road, Clayton, Georgia, 30525",34.863777,-83.402311,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/moonrise-distillery/
Mill Town Distillery,,,,"Highway 2, Sandpoint, Idaho, 83864",48.276569,-116.553468,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/mill-town-distillery/
Myer Farm Distillers,,,,"7350 NY-89, Ovid, New York, 14521",42.669986,-76.732887,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/myer-farm-distillers/
NJoy Spirit's Distillery,,,,"7237 Wild Buck Road, Weeki Wachee, Florida, 34613",28.577766,-82.599818,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/njoy-spirits-distillery/
Lugo's Craft Spirits Distillery,,,,"2500 Drane Field Rd Ste 208, Lakeland, Florida, 33811",27.99623,-81.995443,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/lugos-craft-spirits-distillery/
Missouri Ridge Distillery,,,,"7000 State Hwy 248, Branson, Missouri, 65616",36.723156,-93.274466,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/missouri-ridge-distillery/
Meinelschmidt Distillery,,,,"54 S Potomac St, Hagerstown, Maryland, 21740",39.640836,-77.720863,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/meinelschmidt-distillery/
